generation,best_fitness,avg_fitness,worst_fitness
1,13.3333,4.1167,3.0
2,11.6667,4.5867,3.0
3,10.6667,4.56,3.0
4,12.0,4.8367,3.0
5,9.6667,5.0267,3.0
6,12.6667,5.29,3.0
7,13.6667,5.5667,3.0
8,11.6667,5.61,3.0
9,11.6667,5.8533,3.0
10,14.3333,5.8533,3.0
11,15.0,6.2667,3.0
12,15.0,6.4833,3.0
13,15.3333,6.4567,3.0
14,14.0,6.7833,3.0
15,13.3333,6.77,3.0
